canton,year,month,ev_count,total_count
A,2016,8,1,3
A,2016,11,0,1
A,2016,12,0,2
A,2017,2,0,2
A,2017,6,0,2
A,2017,7,0,1
A,2017,8,0,1
A,2017,9,0,1
A,2017,12,0,2
A,2018,2,0,1
A,2018,3,0,1
A,2018,4,0,1
A,2018,6,0,2
A,2018,7,0,1
A,2018,8,0,1
A,2018,11,0,1
A,2019,2,0,1
A,2019,4,0,2
A,2019,5,1,1
A,2019,9,0,1
A,2019,10,0,3
A,2019,11,0,7
A,2019,12,0,3
A,2021,7,0,1
A,2021,8,0,1
A,2021,9,0,1
A,2021,11,1,1
A,2021,12,0,3
A,2022,1,1,1
A,2022,2,0,1
A,2022,3,0,1
A,2022,4,1,2
A,2022,5,0,1
A,2022,6,0,2
A,2022,9,1,1
A,2022,10,1,2
A,2022,12,0,8
A,2023,1,0,1
A,2023,4,0,1
A,2023,5,1,2
A,2023,6,1,2
A,2023,8,0,1
A,2023,10,0,1
A,2023,12,0,1
A,2024,1,0,1
A,2024,3,3,3
A,2024,7,1,1
A,2024,12,0,1
A,2025,7,1,1
A,2025,9,1,1
A,2025,10,1,1
A,2025,11,2,4
A,2026,2,0,1
AG,2016,1,96,1659
AG,2016,2,69,1672
AG,2016,3,107,2333
AG,2016,4,94,2363
AG,2016,5,85,2031
AG,2016,6,116,2321
AG,2016,7,92,1740
AG,2016,8,87,1803
AG,2016,9,155,2108
AG,2016,10,96,1825
AG,2016,11,99,2128
AG,2016,12,117,2784
AG,2017,1,83,1523
AG,2017,2,97,1723
AG,2017,3,122,2433
AG,2017,4,136,2085
AG,2017,5,114,2175
AG,2017,6,139,2306
AG,2017,7,95,1780
AG,2017,8,114,1767
AG,2017,9,153,1994
AG,2017,10,122,2091
AG,2017,11,121,2082
AG,2017,12,133,2320
AG,2018,1,111,1786
AG,2018,2,87,1614
AG,2018,3,125,2237
AG,2018,4,122,2197
AG,2018,5,126,2103
AG,2018,6,175,2342
AG,2018,7,126,1851
AG,2018,8,113,1647
AG,2018,9,149,1720
AG,2018,10,159,1865
AG,2018,11,144,1847
AG,2018,12,189,2021
AG,2019,1,102,1553
AG,2019,2,140,1753
AG,2019,3,316,2461
AG,2019,4,276,2292
AG,2019,5,209,2090
AG,2019,6,219,2166
AG,2019,7,189,1853
AG,2019,8,167,1539
AG,2019,9,267,1900
AG,2019,10,214,2089
AG,2019,11,228,1785
AG,2019,12,679,2766
AG,2020,1,265,1486
AG,2020,2,206,1402
AG,2020,3,342,1496
AG,2020,4,148,811
AG,2020,5,216,1075
AG,2020,6,370,1736
AG,2020,7,286,1526
AG,2020,8,340,1365
AG,2020,9,528,1720
AG,2020,10,445,1614
AG,2020,11,550,1738
AG,2020,12,944,2395
AG,2021,1,354,1175
AG,2021,2,457,1313
AG,2021,3,668,2054
AG,2021,4,580,1647
AG,2021,5,553,1523
AG,2021,6,821,1893
AG,2021,7,558,1336
AG,2021,8,605,1277
AG,2021,9,775,1583
AG,2021,10,564,1164
AG,2021,11,696,1422
AG,2021,12,1000,1939
AG,2022,1,602,1297
AG,2022,2,546,1266
AG,2022,3,897,1774
AG,2022,4,566,1225
AG,2022,5,651,1406
AG,2022,6,744,1564
AG,2022,7,471,1112
AG,2022,8,549,1358
AG,2022,9,774,1658
AG,2022,10,615,1343
AG,2022,11,824,1646
AG,2022,12,1073,1898
AG,2023,1,619,1299
AG,2023,2,607,1364
AG,2023,3,980,2007
AG,2023,4,743,1400
AG,2023,5,807,1550
AG,2023,6,1045,1971
AG,2023,7,749,1381
AG,2023,8,902,1645
AG,2023,9,942,1640
AG,2023,10,920,1566
AG,2023,11,935,1667
AG,2023,12,1408,2235
AG,2024,1,677,1188
AG,2024,2,857,1461
AG,2024,3,1087,1940
AG,2024,4,743,1497
AG,2024,5,772,1462
AG,2024,6,920,1642
AG,2024,7,792,1353
AG,2024,8,757,1289
AG,2024,9,922,1553
AG,2024,10,906,1512
AG,2024,11,922,1514
AG,2024,12,995,1756
AG,2025,1,693,1126
AG,2025,2,784,1287
AG,2025,3,1052,1704
AG,2025,4,824,1353
AG,2025,5,924,1476
AG,2025,6,1063,1630
AG,2025,7,894,1393
AG,2025,8,881,1345
AG,2025,9,1089,1574
AG,2025,10,1015,1620
AG,2025,11,979,1425
AG,2025,12,1513,2104
AG,2026,1,778,1134
AG,2026,2,752,1153
AI,2016,1,9,1537
AI,2016,2,6,1858
AI,2016,3,21,1692
AI,2016,4,33,915
AI,2016,5,16,1890
AI,2016,6,67,3444
AI,2016,7,73,3456
AI,2016,8,5,994
AI,2016,9,21,508
AI,2016,10,12,401
AI,2016,11,33,1146
AI,2016,12,129,4184
AI,2017,1,3,539
AI,2017,2,7,1945
AI,2017,3,41,1477
AI,2017,4,11,1139
AI,2017,5,69,1979
AI,2017,6,59,3901
AI,2017,7,4,2378
AI,2017,8,6,1239
AI,2017,9,3,413
AI,2017,10,2,515
AI,2017,11,16,890
AI,2017,12,110,3433
AI,2018,1,36,1707
AI,2018,2,30,2052
AI,2018,3,8,1761
AI,2018,4,4,913
AI,2018,5,25,2254
AI,2018,6,28,3973
AI,2018,7,37,2373
AI,2018,8,60,616
AI,2018,9,27,753
AI,2018,10,30,300
AI,2018,11,68,1550
AI,2018,12,216,4092
AI,2019,1,94,1391
AI,2019,2,32,1937
AI,2019,3,34,1200
AI,2019,4,48,2194
AI,2019,5,104,2926
AI,2019,6,88,3110
AI,2019,7,120,2421
AI,2019,8,15,607
AI,2019,9,47,754
AI,2019,10,23,741
AI,2019,11,109,1850
AI,2019,12,302,3762
AI,2020,1,116,1470
AI,2020,2,203,1971
AI,2020,3,45,311
AI,2020,4,18,81
AI,2020,5,92,643
AI,2020,6,159,2441
AI,2020,7,263,2691
AI,2020,8,25,368
AI,2020,9,157,594
AI,2020,10,65,402
AI,2020,11,215,951
AI,2020,12,630,2944
AI,2021,1,67,244
AI,2021,2,99,571
AI,2021,3,199,1025
AI,2021,4,265,1200
AI,2021,5,229,1239
AI,2021,6,639,3198
AI,2021,7,518,2265
AI,2021,8,221,461
AI,2021,9,295,664
AI,2021,10,109,372
AI,2021,11,169,746
AI,2021,12,496,1327
AI,2022,1,125,550
AI,2022,2,168,517
AI,2022,3,88,334
AI,2022,4,163,409
AI,2022,5,310,1246
AI,2022,6,321,1008
AI,2022,7,233,963
AI,2022,8,235,720
AI,2022,9,145,465
AI,2022,10,204,436
AI,2022,11,401,1022
AI,2022,12,463,1703
AI,2023,1,184,539
AI,2023,2,271,732
AI,2023,3,424,903
AI,2023,4,271,1049
AI,2023,5,662,1720
AI,2023,6,755,1982
AI,2023,7,642,1624
AI,2023,8,383,769
AI,2023,9,441,1017
AI,2023,10,488,1034
AI,2023,11,530,1194
AI,2023,12,1272,2519
AI,2024,1,445,973
AI,2024,2,492,804
AI,2024,3,892,1166
AI,2024,4,612,1515
AI,2024,5,911,2206
AI,2024,6,1202,2337
AI,2024,7,644,1474
AI,2024,8,299,481
AI,2024,9,405,938
AI,2024,10,329,451
AI,2024,11,656,1217
AI,2024,12,1658,2944
AI,2025,1,279,682
AI,2025,2,626,720
AI,2025,3,804,1105
AI,2025,4,683,1385
AI,2025,5,1331,2054
AI,2025,6,1544,2404
AI,2025,7,959,1343
AI,2025,8,529,742
AI,2025,9,602,805
AI,2025,10,303,421
AI,2025,11,579,1225
AI,2025,12,1464,2815
AI,2026,1,380,711
AI,2026,2,389,738
AR,2016,1,5,93
AR,2016,2,5,94
AR,2016,3,14,125
AR,2016,4,2,188
AR,2016,5,6,129
AR,2016,6,3,133
AR,2016,7,2,109
AR,2016,8,3,105
AR,2016,9,6,142
AR,2016,10,6,133
AR,2016,11,2,119
AR,2016,12,9,134
AR,2017,1,2,95
AR,2017,2,5,110
AR,2017,3,9,158
AR,2017,4,5,136
AR,2017,5,11,143
AR,2017,6,7,149
AR,2017,7,8,93
AR,2017,8,8,113
AR,2017,9,10,121
AR,2017,10,12,140
AR,2017,11,10,139
AR,2017,12,7,128
AR,2018,1,8,121
AR,2018,2,4,117
AR,2018,3,12,137
AR,2018,4,13,161
AR,2018,5,10,123
AR,2018,6,13,158
AR,2018,7,3,84
AR,2018,8,8,87
AR,2018,9,10,98
AR,2018,10,5,99
AR,2018,11,13,93
AR,2018,12,5,102
AR,2019,1,8,99
AR,2019,2,4,104
AR,2019,3,16,133
AR,2019,4,13,133
AR,2019,5,16,124
AR,2019,6,18,122
AR,2019,7,13,100
AR,2019,8,6,95
AR,2019,9,16,89
AR,2019,10,17,109
AR,2019,11,15,137
AR,2019,12,40,132
AR,2020,1,15,65
AR,2020,2,14,74
AR,2020,3,26,98
AR,2020,4,5,42
AR,2020,5,19,53
AR,2020,6,27,99
AR,2020,7,13,97
AR,2020,8,16,82
AR,2020,9,24,75
AR,2020,10,25,91
AR,2020,11,27,88
AR,2020,12,42,100
AR,2021,1,22,65
AR,2021,2,27,76
AR,2021,3,38,101
AR,2021,4,33,98
AR,2021,5,33,80
AR,2021,6,34,88
AR,2021,7,32,90
AR,2021,8,24,60
AR,2021,9,41,93
AR,2021,10,38,71
AR,2021,11,33,72
AR,2021,12,48,93
AR,2022,1,25,69
AR,2022,2,35,91
AR,2022,3,52,96
AR,2022,4,42,86
AR,2022,5,37,74
AR,2022,6,50,89
AR,2022,7,28,83
AR,2022,8,27,67
AR,2022,9,32,75
AR,2022,10,25,61
AR,2022,11,40,89
AR,2022,12,53,100
AR,2023,1,41,73
AR,2023,2,42,78
AR,2023,3,64,116
AR,2023,4,51,81
AR,2023,5,57,87
AR,2023,6,55,96
AR,2023,7,43,79
AR,2023,8,48,89
AR,2023,9,40,78
AR,2023,10,50,83
AR,2023,11,47,95
AR,2023,12,57,103
AR,2024,1,24,61
AR,2024,2,40,86
AR,2024,3,53,103
AR,2024,4,50,80
AR,2024,5,50,88
AR,2024,6,48,88
AR,2024,7,48,75
AR,2024,8,42,78
AR,2024,9,58,86
AR,2024,10,53,84
AR,2024,11,43,66
AR,2024,12,59,89
AR,2025,1,40,61
AR,2025,2,46,74
AR,2025,3,62,87
AR,2025,4,59,98
AR,2025,5,44,75
AR,2025,6,58,92
AR,2025,7,51,83
AR,2025,8,40,79
AR,2025,9,46,70
AR,2025,10,39,68
AR,2025,11,60,87
AR,2025,12,65,90
AR,2026,1,37,57
AR,2026,2,37,54
BA,2016,10,0,1
BA,2016,12,0,1
BA,2018,1,0,1
BA,2018,2,0,1
BA,2018,3,0,3
BE,2016,1,69,1742
BE,2016,2,73,1952
BE,2016,3,129,2599
BE,2016,4,114,2634
BE,2016,5,82,2533
BE,2016,6,113,2804
BE,2016,7,79,2061
BE,2016,8,85,2021
BE,2016,9,130,2310
BE,2016,10,101,2174
BE,2016,11,105,2520
BE,2016,12,215,3048
BE,2017,1,123,1793
BE,2017,2,77,1968
BE,2017,3,142,2859
BE,2017,4,97,2331
BE,2017,5,114,2586
BE,2017,6,149,2730
BE,2017,7,94,2218
BE,2017,8,132,2225
BE,2017,9,137,2317
BE,2017,10,106,2306
BE,2017,11,121,2451
BE,2017,12,139,2553
BE,2018,1,143,1859
BE,2018,2,82,1866
BE,2018,3,241,2543
BE,2018,4,134,2611
BE,2018,5,119,2600
BE,2018,6,163,2678
BE,2018,7,120,2319
BE,2018,8,139,2150
BE,2018,9,153,1915
BE,2018,10,146,2091
BE,2018,11,145,2166
BE,2018,12,120,2266
BE,2019,1,139,1866
BE,2019,2,199,1986
BE,2019,3,318,2801
BE,2019,4,203,2558
BE,2019,5,231,2621
BE,2019,6,240,2408
BE,2019,7,170,2189
BE,2019,8,207,1901
BE,2019,9,274,2202
BE,2019,10,197,2281
BE,2019,11,249,2104
BE,2019,12,580,2875
BE,2020,1,249,1721
BE,2020,2,249,1588
BE,2020,3,359,1862
BE,2020,4,191,1008
BE,2020,5,235,1245
BE,2020,6,427,2113
BE,2020,7,316,1836
BE,2020,8,327,1611
BE,2020,9,643,1985
BE,2020,10,559,1972
BE,2020,11,607,2132
BE,2020,12,944,2540
BE,2021,1,425,1397
BE,2021,2,452,1487
BE,2021,3,762,2269
BE,2021,4,747,2158
BE,2021,5,607,1834
BE,2021,6,877,2260
BE,2021,7,576,1590
BE,2021,8,677,1637
BE,2021,9,750,1727
BE,2021,10,563,1411
BE,2021,11,761,1712
BE,2021,12,1001,2194
BE,2022,1,598,1465
BE,2022,2,655,1542
BE,2022,3,970,2033
BE,2022,4,615,1412
BE,2022,5,683,1673
BE,2022,6,870,1987
BE,2022,7,583,1487
BE,2022,8,640,1657
BE,2022,9,833,1952
BE,2022,10,698,1623
BE,2022,11,1023,2057
BE,2022,12,1198,2331
BE,2023,1,744,1613
BE,2023,2,687,1594
BE,2023,3,1142,2382
BE,2023,4,819,1640
BE,2023,5,1029,1996
BE,2023,6,1190,2289
BE,2023,7,777,1574
BE,2023,8,849,1612
BE,2023,9,1034,1970
BE,2023,10,1035,1825
BE,2023,11,1032,2002
BE,2023,12,1342,2442
BE,2024,1,688,1390
BE,2024,2,866,1745
BE,2024,3,1018,2091
BE,2024,4,827,1617
BE,2024,5,934,1871
BE,2024,6,1004,1926
BE,2024,7,912,1625
BE,2024,8,901,1592
BE,2024,9,979,1769
BE,2024,10,944,1695
BE,2024,11,969,1618
BE,2024,12,1340,2147
BE,2025,1,776,1320
BE,2025,2,880,1509
BE,2025,3,1226,2057
BE,2025,4,982,1656
BE,2025,5,981,1621
BE,2025,6,1202,1936
BE,2025,7,1036,1677
BE,2025,8,1000,1585
BE,2025,9,1192,1896
BE,2025,10,1079,1724
BE,2025,11,1187,1782
BE,2025,12,1540,2216
BE,2026,1,811,1219
BE,2026,2,852,1348
BL,2016,1,12,542
BL,2016,2,18,612
BL,2016,3,40,727
BL,2016,4,25,769
BL,2016,5,28,687
BL,2016,6,28,816
BL,2016,7,22,658
BL,2016,8,26,645
BL,2016,9,35,749
BL,2016,10,22,618
BL,2016,11,18,698
BL,2016,12,31,936
BL,2017,1,24,560
BL,2017,2,28,602
BL,2017,3,44,802
BL,2017,4,18,709
BL,2017,5,27,710
BL,2017,6,40,786
BL,2017,7,25,618
BL,2017,8,43,639
BL,2017,9,50,718
BL,2017,10,40,716
BL,2017,11,51,767
BL,2017,12,50,818
BL,2018,1,36,622
BL,2018,2,20,594
BL,2018,3,44,799
BL,2018,4,39,696
BL,2018,5,39,786
BL,2018,6,58,781
BL,2018,7,40,605
BL,2018,8,42,663
BL,2018,9,55,572
BL,2018,10,47,597
BL,2018,11,46,688
BL,2018,12,90,758
BL,2019,1,52,586
BL,2019,2,53,612
BL,2019,3,98,740
BL,2019,4,66,696
BL,2019,5,68,723
BL,2019,6,66,799
BL,2019,7,65,651
BL,2019,8,62,603
BL,2019,9,125,790
BL,2019,10,66,676
BL,2019,11,71,724
BL,2019,12,162,859
BL,2020,1,66,557
BL,2020,2,98,574
BL,2020,3,140,627
BL,2020,4,40,272
BL,2020,5,66,401
BL,2020,6,131,623
BL,2020,7,122,575
BL,2020,8,143,515
BL,2020,9,211,659
BL,2020,10,174,616
BL,2020,11,177,620
BL,2020,12,326,790
BL,2021,1,127,457
BL,2021,2,132,432
BL,2021,3,245,749
BL,2021,4,225,588
BL,2021,5,192,577
BL,2021,6,265,637
BL,2021,7,166,509
BL,2021,8,222,509
BL,2021,9,265,535
BL,2021,10,169,403
BL,2021,11,241,530
BL,2021,12,346,705
BL,2022,1,203,441
BL,2022,2,212,463
BL,2022,3,278,596
BL,2022,4,174,436
BL,2022,5,220,493
BL,2022,6,294,623
BL,2022,7,163,490
BL,2022,8,180,466
BL,2022,9,270,598
BL,2022,10,210,463
BL,2022,11,291,558
BL,2022,12,344,658
BL,2023,1,224,466
BL,2023,2,225,456
BL,2023,3,342,722
BL,2023,4,198,467
BL,2023,5,327,620
BL,2023,6,386,702
BL,2023,7,262,485
BL,2023,8,312,554
BL,2023,9,359,651
BL,2023,10,308,526
BL,2023,11,327,564
BL,2023,12,414,700
BL,2024,1,211,418
BL,2024,2,293,550
BL,2024,3,326,635
BL,2024,4,285,544
BL,2024,5,255,528
BL,2024,6,292,519
BL,2024,7,244,437
BL,2024,8,247,434
BL,2024,9,358,589
BL,2024,10,330,557
BL,2024,11,322,535
BL,2024,12,403,646
BL,2025,1,284,449
BL,2025,2,264,439
BL,2025,3,364,564
BL,2025,4,307,521
BL,2025,5,321,517
BL,2025,6,411,630
BL,2025,7,291,478
BL,2025,8,268,424
BL,2025,9,402,572
BL,2025,10,330,479
BL,2025,11,340,499
BL,2025,12,554,731
BL,2026,1,255,383
BL,2026,2,249,395
BS,2016,1,8,269
BS,2016,2,14,313
BS,2016,3,19,322
BS,2016,4,12,365
BS,2016,5,16,316
BS,2016,6,17,368
BS,2016,7,12,342
BS,2016,8,14,309
BS,2016,9,13,368
BS,2016,10,12,312
BS,2016,11,13,343
BS,2016,12,13,433
BS,2017,1,17,257
BS,2017,2,16,310
BS,2017,3,16,324
BS,2017,4,10,308
BS,2017,5,10,357
BS,2017,6,21,401
BS,2017,7,9,280
BS,2017,8,16,309
BS,2017,9,25,302
BS,2017,10,20,334
BS,2017,11,18,313
BS,2017,12,24,366
BS,2018,1,18,255
BS,2018,2,13,253
BS,2018,3,38,361
BS,2018,4,21,366
BS,2018,5,31,324
BS,2018,6,34,307
BS,2018,7,24,294
BS,2018,8,22,281
BS,2018,9,32,299
BS,2018,10,50,367
BS,2018,11,29,316
BS,2018,12,36,276
BS,2019,1,30,235
BS,2019,2,49,288
BS,2019,3,62,392
BS,2019,4,35,311
BS,2019,5,43,327
BS,2019,6,51,361
BS,2019,7,26,327
BS,2019,8,38,237
BS,2019,9,40,329
BS,2019,10,33,475
BS,2019,11,39,286
BS,2019,12,89,375
BS,2020,1,38,269
BS,2020,2,39,209
BS,2020,3,62,224
BS,2020,4,20,116
BS,2020,5,31,154
BS,2020,6,66,317
BS,2020,7,46,242
BS,2020,8,78,232
BS,2020,9,113,310
BS,2020,10,68,350
BS,2020,11,109,335
BS,2020,12,161,367
BS,2021,1,72,226
BS,2021,2,80,237
BS,2021,3,119,342
BS,2021,4,86,228
BS,2021,5,82,258
BS,2021,6,142,306
BS,2021,7,100,240
BS,2021,8,108,231
BS,2021,9,123,246
BS,2021,10,98,218
BS,2021,11,111,221
BS,2021,12,148,312
BS,2022,1,102,212
BS,2022,2,104,238
BS,2022,3,136,259
BS,2022,4,74,172
BS,2022,5,92,205
BS,2022,6,145,276
BS,2022,7,87,218
BS,2022,8,82,226
BS,2022,9,147,292
BS,2022,10,96,234
BS,2022,11,140,274
BS,2022,12,168,270
BS,2023,1,120,222
BS,2023,2,101,205
BS,2023,3,167,357
BS,2023,4,115,238
BS,2023,5,136,244
BS,2023,6,180,307
BS,2023,7,124,225
BS,2023,8,133,243
BS,2023,9,143,281
BS,2023,10,137,255
BS,2023,11,159,271
BS,2023,12,196,330
BS,2024,1,115,198
BS,2024,2,143,259
BS,2024,3,175,298
BS,2024,4,121,237
BS,2024,5,121,230
BS,2024,6,139,238
BS,2024,7,114,226
BS,2024,8,118,225
BS,2024,9,151,242
BS,2024,10,129,237
BS,2024,11,146,233
BS,2024,12,199,302
BS,2025,1,98,175
BS,2025,2,114,175
BS,2025,3,166,248
BS,2025,4,137,231
BS,2025,5,129,218
BS,2025,6,164,246
BS,2025,7,117,200
BS,2025,8,128,203
BS,2025,9,157,220
BS,2025,10,145,225
BS,2025,11,159,230
BS,2025,12,213,294
BS,2026,1,106,149
BS,2026,2,110,166
FL,2016,1,8,158
FL,2016,2,1,133
FL,2016,3,7,165
FL,2016,4,10,186
FL,2016,5,9,167
FL,2016,6,16,172
FL,2016,7,5,138
FL,2016,8,8,143
FL,2016,9,20,183
FL,2016,10,6,162
FL,2016,11,12,193
FL,2016,12,7,174
FL,2017,1,8,137
FL,2017,2,13,129
FL,2017,3,18,216
FL,2017,4,8,183
FL,2017,5,9,160
FL,2017,6,14,194
FL,2017,7,6,182
FL,2017,8,12,173
FL,2017,9,14,147
FL,2017,10,16,166
FL,2017,11,11,159
FL,2017,12,12,156
FL,2018,1,12,151
FL,2018,2,8,147
FL,2018,3,15,178
FL,2018,4,9,170
FL,2018,5,11,162
FL,2018,6,12,191
FL,2018,7,10,157
FL,2018,8,6,135
FL,2018,9,17,134
FL,2018,10,17,160
FL,2018,11,15,126
FL,2018,12,23,135
FL,2019,1,7,129
FL,2019,2,14,150
FL,2019,3,21,203
FL,2019,4,22,171
FL,2019,5,17,172
FL,2019,6,26,133
FL,2019,7,14,150
FL,2019,8,21,142
FL,2019,9,13,165
FL,2019,10,26,187
FL,2019,11,11,137
FL,2019,12,45,212
FL,2020,1,21,99
FL,2020,2,19,103
FL,2020,3,35,144
FL,2020,4,20,85
FL,2020,5,16,96
FL,2020,6,33,128
FL,2020,7,37,148
FL,2020,8,38,122
FL,2020,9,56,142
FL,2020,10,30,125
FL,2020,11,50,134
FL,2020,12,72,185
FL,2021,1,46,104
FL,2021,2,50,125
FL,2021,3,51,167
FL,2021,4,69,143
FL,2021,5,48,140
FL,2021,6,77,163
FL,2021,7,50,124
FL,2021,8,39,99
FL,2021,9,66,142
FL,2021,10,51,109
FL,2021,11,63,120
FL,2021,12,81,183
FL,2022,1,41,99
FL,2022,2,53,106
FL,2022,3,68,156
FL,2022,4,51,107
